
   INFO  Server running on [http://127.0.0.1:8000].  

  Press Ctrl+C to stop the server
  2026-04-15 14:03:08 /api/exams ................................. ~ 503.09ms
  2026-04-15 14:03:09 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:03:09 /api/exams ................................... ~ 0.54ms
  2026-04-15 14:03:09 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:03:09 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:03:09 /api/exams ................................... ~ 0.15ms
  2026-04-15 14:03:09 /api/exams ................................... ~ 0.67ms
  2026-04-15 14:03:09 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:03:09 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:03:09 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:03:09 /api/exams ................................... ~ 0.54ms
  2026-04-15 14:03:09 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:03:09 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.14ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.68ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.60ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.09ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.35ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.04ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.28ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.25ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:03:10 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:03:11 /api/exams ................................... ~ 0.23ms
  2026-04-15 14:03:11 /api/exams ................................... ~ 0.91ms
  2026-04-15 14:03:11 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:03:11 /api/exams ................................... ~ 0.10ms
  2026-04-15 14:03:11 /api/exams ................................... ~ 0.08ms
  2026-04-15 14:03:11 /api/exams ................................... ~ 0.69ms
  2026-04-15 14:03:11 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:03:11 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:03:11 /api/exams ................................... ~ 0.18ms
  2026-04-15 14:03:11 /api/exams ................................... ~ 0.73ms
  2026-04-15 14:03:11 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:03:11 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:03:14 /api/exams ................................... ~ 0.22ms
  2026-04-15 14:03:14 /api/exams ................................... ~ 1.33ms
  2026-04-15 14:03:14 /api/exams ................................... ~ 0.08ms
  2026-04-15 14:03:14 /api/exams ................................... ~ 0.07ms
  2026-04-15 14:03:14 /api/exams ................................... ~ 0.10ms
  2026-04-15 14:03:14 /api/exams ................................... ~ 0.85ms
  2026-04-15 14:03:14 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:03:14 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:10:14 /api/exams ................................... ~ 0.70ms
  2026-04-15 14:10:14 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:18 /api/exams ................................... ~ 1.50ms
  2026-04-15 14:16:18 /api/exams ................................... ~ 1.92ms
  2026-04-15 14:16:18 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:18 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:19 /api/exams ................................... ~ 0.15ms
  2026-04-15 14:16:19 /api/exams ................................... ~ 0.55ms
  2026-04-15 14:16:19 /api/exams ................................... ~ 0.03ms
  2026-04-15 14:16:19 /api/exams ................................... ~ 0.03ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.24ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.19ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.01ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.01ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.18ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.01ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.01ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.08ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.21ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:20 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.26ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.19ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.01ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.01ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.19ms
  2026-04-15 14:16:21 /api/exams ................................. ~ 503.43ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.21ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.21ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:21 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.09ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.35ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.03ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.26ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.25ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 1.24ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.07ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.09ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.08ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.63ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.04ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.04ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.23ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:16:22 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:18:05 /api/exams ................................... ~ 2.65ms
  2026-04-15 14:18:05 /api/exams ................................... ~ 3.77ms
  2026-04-15 14:18:05 /api/exams ................................... ~ 0.07ms
  2026-04-15 14:18:05 /api/exams ................................... ~ 0.08ms
  2026-04-15 14:18:05 /api/exams ................................... ~ 0.18ms
  2026-04-15 14:18:05 /api/exams ................................... ~ 0.73ms
  2026-04-15 14:18:05 /api/exams ................................... ~ 0.04ms
  2026-04-15 14:18:05 /api/exams ................................... ~ 0.04ms
  2026-04-15 14:18:07 /api/exams/1/participants .................... ~ 0.09ms
  2026-04-15 14:18:07 /api/groups .................................. ~ 0.26ms
  2026-04-15 14:18:07 /api/exams/1/participants .................... ~ 0.49ms
  2026-04-15 14:18:07 /api/groups .................................. ~ 0.64ms
  2026-04-15 14:18:07 /api/exams/1/participants .................... ~ 0.02ms
  2026-04-15 14:18:07 /api/groups .................................. ~ 0.17ms
  2026-04-15 14:18:07 /api/exams/1/participants .................... ~ 0.02ms
  2026-04-15 14:18:07 /api/groups .................................. ~ 0.02ms
  2026-04-15 14:18:12 /api/exams ................................... ~ 4.78ms
  2026-04-15 14:18:12 /api/exams ................................... ~ 5.09ms
  2026-04-15 14:18:12 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:18:12 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:18:15 /api/exams ................................... ~ 0.29ms
  2026-04-15 14:18:15 /api/exams ................................... ~ 0.11ms
  2026-04-15 14:18:15 /api/exams ................................... ~ 0.10ms
  2026-04-15 14:18:15 /api/exams ................................... ~ 0.07ms
  2026-04-15 14:18:16 /api/auth/logout ............................. ~ 0.25ms
  2026-04-15 14:18:16 /api/auth/logout ............................. ~ 0.05ms
  2026-04-15 14:18:21 /api/auth/login .............................. ~ 4.78ms
  2026-04-15 14:18:21 /api/auth/login ............................ ~ 501.48ms
  2026-04-15 14:18:21 /api/auth/me ................................. ~ 0.06ms
  2026-04-15 14:18:21 /api/auth/me ................................. ~ 0.47ms
  2026-04-15 14:18:21 /api/auth/me ................................. ~ 0.04ms
  2026-04-15 14:18:21 /api/auth/me ................................. ~ 0.04ms
  2026-04-15 14:18:26 /api/exams ................................... ~ 0.07ms
  2026-04-15 14:18:26 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:18:26 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:18:26 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:19:33 /api/exams/1 ................................. ~ 1.94ms
  2026-04-15 14:19:33 /api/exams/1/questions ....................... ~ 2.65ms
  2026-04-15 14:19:33 /api/exams/1 ................................. ~ 3.09ms
  2026-04-15 14:19:33 /api/exams/1/questions ....................... ~ 3.68ms
  2026-04-15 14:19:33 /api/exams/1 ................................. ~ 0.08ms
  2026-04-15 14:19:33 /api/exams/1/questions ....................... ~ 0.64ms
  2026-04-15 14:19:33 /api/exams/1 ................................. ~ 0.06ms
  2026-04-15 14:19:33 /api/exams/1/questions ....................... ~ 0.05ms
  2026-04-15 14:19:34 /api/question-banks .......................... ~ 0.42ms
  2026-04-15 14:19:34 /api/question-banks .......................... ~ 1.41ms
  2026-04-15 14:19:34 /api/question-banks .......................... ~ 0.10ms
  2026-04-15 14:19:34 /api/question-banks .......................... ~ 0.06ms
  2026-04-15 14:19:40 /api/exams ................................... ~ 0.09ms
  2026-04-15 14:19:40 /api/exams ................................... ~ 0.33ms
  2026-04-15 14:19:40 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:19:40 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:19:54 /api/exams ................................... ~ 0.53ms
  2026-04-15 14:19:54 /api/exams ................................... ~ 0.85ms
  2026-04-15 14:19:54 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:19:54 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:19:54 /api/exams ................................... ~ 0.17ms
  2026-04-15 14:19:54 /api/exams ................................... ~ 1.28ms
  2026-04-15 14:19:54 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:19:54 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:19:55 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:19:55 /api/exams ................................... ~ 0.56ms
  2026-04-15 14:19:55 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:19:55 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:23:02 /api/exams ................................. ~ 507.03ms
  2026-04-15 14:23:02 /api/exams ................................... ~ 0.03ms
  2026-04-15 14:29:59 /api/exams ................................... ~ 5.12ms
  2026-04-15 14:29:59 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:33:17 /api/exams ................................... ~ 0.44ms
  2026-04-15 14:33:17 /api/exams ................................... ~ 1.66ms
  2026-04-15 14:33:17 /api/exams ................................... ~ 0.10ms
  2026-04-15 14:33:17 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:33:18 /api/exams ................................... ~ 0.41ms
  2026-04-15 14:33:18 /api/exams ................................... ~ 1.72ms
  2026-04-15 14:33:18 /api/exams ................................... ~ 0.09ms
  2026-04-15 14:33:18 /api/exams ................................... ~ 0.09ms
  2026-04-15 14:33:19 /api/exams ................................... ~ 0.33ms
  2026-04-15 14:33:19 /api/exams ................................... ~ 1.08ms
  2026-04-15 14:33:19 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:33:19 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:33:19 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:33:19 /api/exams ................................... ~ 0.53ms
  2026-04-15 14:33:19 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:33:19 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:33:19 /api/exams ................................... ~ 0.25ms
  2026-04-15 14:33:19 /api/exams ................................... ~ 0.81ms
  2026-04-15 14:33:19 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:33:19 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:33:20 /api/exams ................................... ~ 0.39ms
  2026-04-15 14:33:20 /api/exams ................................... ~ 1.59ms
  2026-04-15 14:33:20 /api/exams ................................... ~ 0.08ms
  2026-04-15 14:33:20 /api/exams ................................... ~ 0.07ms
  2026-04-15 14:33:20 /api/exams ................................... ~ 0.34ms
  2026-04-15 14:33:20 /api/exams ................................... ~ 1.08ms
  2026-04-15 14:33:20 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:33:20 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:33:23 /api/exams ................................... ~ 0.31ms
  2026-04-15 14:33:23 /api/exams ................................... ~ 1.47ms
  2026-04-15 14:33:23 /api/exams ................................... ~ 0.10ms
  2026-04-15 14:33:23 /api/exams ................................... ~ 0.07ms
  2026-04-15 14:33:23 /api/exams ................................... ~ 0.30ms
  2026-04-15 14:33:23 /api/exams ................................... ~ 1.44ms
  2026-04-15 14:33:23 /api/exams ................................... ~ 0.10ms
  2026-04-15 14:33:23 /api/exams ................................... ~ 0.09ms
  2026-04-15 14:33:24 /api/exams ................................... ~ 0.19ms
  2026-04-15 14:33:24 /api/exams ................................... ~ 0.82ms
  2026-04-15 14:33:24 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:33:24 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:33:26 /api/exams/1/participants .................... ~ 0.15ms
  2026-04-15 14:33:26 /api/exams/1/participants .................... ~ 0.04ms
  2026-04-15 14:33:56 /api/exams/1/reset-all ....................... ~ 0.16ms
  2026-04-15 14:33:56 /api/exams/1/reset-all ....................... ~ 0.04ms
  2026-04-15 14:34:41 /api/exams ................................... ~ 0.39ms
  2026-04-15 14:34:41 /api/exams ................................... ~ 1.10ms
  2026-04-15 14:34:41 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:34:41 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:34:42 /api/exams ................................... ~ 0.16ms
  2026-04-15 14:34:42 /api/exams ................................... ~ 0.65ms
  2026-04-15 14:34:42 /api/exams ................................... ~ 0.04ms
  2026-04-15 14:34:42 /api/exams ................................... ~ 0.04ms
  2026-04-15 14:34:43 /api/exams ................................... ~ 0.19ms
  2026-04-15 14:34:43 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:34:43 /api/exams ................................... ~ 0.13ms
  2026-04-15 14:34:43 /api/exams ................................... ~ 0.09ms
  2026-04-15 14:34:43 /api/exams ................................... ~ 0.11ms
  2026-04-15 14:34:43 /api/exams ................................... ~ 0.42ms
  2026-04-15 14:34:43 /api/exams ................................... ~ 0.03ms
  2026-04-15 14:34:43 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:35:34 /api/exams ................................... ~ 0.11ms
  2026-04-15 14:35:34 /api/exams ................................... ~ 0.32ms
  2026-04-15 14:35:34 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:35:34 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:35:34 /api/exams ................................... ~ 0.10ms
  2026-04-15 14:35:34 /api/exams ................................... ~ 0.40ms
  2026-04-15 14:35:34 /api/exams ................................... ~ 0.03ms
  2026-04-15 14:35:34 /api/exams ................................... ~ 0.02ms
  2026-04-15 14:35:34 /api/exams ................................... ~ 0.03ms
  2026-04-15 14:35:34 /api/exams ................................... ~ 0.39ms
  2026-04-15 14:35:34 /api/exams ................................... ~ 0.03ms
  2026-04-15 14:35:34 /api/exams ................................... ~ 0.04ms
  2026-04-15 14:35:35 /api/exams ................................... ~ 0.15ms
  2026-04-15 14:35:35 /api/exams ................................... ~ 0.65ms
  2026-04-15 14:35:35 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:35:35 /api/exams ................................... ~ 0.04ms
  2026-04-15 14:35:48 /api/exams/1/analytics/summary ............... ~ 0.08ms
  2026-04-15 14:35:48 /api/exams/1/analytics/item-analysis ......... ~ 0.22ms
  2026-04-15 14:35:48 /api/exams/1/reports/ranking ................. ~ 0.30ms
  2026-04-15 14:35:48 /api/exams/1/analytics/summary ............... ~ 0.41ms
  2026-04-15 14:35:48 /api/exams/1/analytics/item-analysis ......... ~ 0.34ms
  2026-04-15 14:35:48 /api/exams/1/reports/ranking ................. ~ 0.10ms
  2026-04-15 14:35:48 /api/exams/1/analytics/summary ............... ~ 0.14ms
  2026-04-15 14:35:48 /api/exams/1/analytics/item-analysis ......... ~ 0.13ms
  2026-04-15 14:35:48 /api/exams/1/reports/ranking ............... ~ 505.84ms
  2026-04-15 14:35:48 /api/exams/1/analytics/summary ............. ~ 506.41ms
  2026-04-15 14:35:48 /api/exams/1/analytics/item-analysis ......... ~ 0.53ms
  2026-04-15 14:35:48 /api/exams/1/reports/ranking ................. ~ 0.57ms
  2026-04-15 14:36:34 /api/exams ................................... ~ 0.29ms
  2026-04-15 14:36:34 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:36:34 /api/exams ................................... ~ 0.17ms
  2026-04-15 14:36:34 /api/exams ................................... ~ 0.05ms
  2026-04-15 14:36:37 /api/question-banks .......................... ~ 0.27ms
  2026-04-15 14:36:37 /api/question-banks .......................... ~ 0.60ms
  2026-04-15 14:36:37 /api/question-banks .......................... ~ 0.04ms
  2026-04-15 14:36:37 /api/question-banks .......................... ~ 0.03ms
  2026-04-15 14:36:40 /api/question-banks/1 ........................ ~ 0.13ms
  2026-04-15 14:36:40 /api/question-banks/1/questions .............. ~ 0.32ms
  2026-04-15 14:36:40 /api/question-banks/1 ........................ ~ 0.44ms
  2026-04-15 14:36:40 /api/question-banks/1/questions .............. ~ 0.67ms
  2026-04-15 14:36:40 /api/question-banks/1 ........................ ~ 0.17ms
  2026-04-15 14:36:40 /api/question-banks/1/questions .............. ~ 0.18ms
  2026-04-15 14:36:40 /api/question-banks/1 ........................ ~ 0.02ms
  2026-04-15 14:36:40 /api/question-banks/1/questions .............. ~ 0.02ms
  2026-04-15 14:40:39 /api/exams ................................... ~ 0.14ms
  2026-04-15 14:40:39 /api/exams ................................. ~ 501.27ms
  2026-04-15 14:40:39 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:40:39 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:40:45 /api/exams/1/reset-all ....................... ~ 0.10ms
  2026-04-15 14:40:45 /api/exams/1/reset-all ....................... ~ 0.03ms
  2026-04-15 14:48:33 /api/auth/logout ............................. ~ 0.14ms
  2026-04-15 14:48:33 /api/auth/logout ............................. ~ 0.03ms
  2026-04-15 14:59:22 /api/auth/login .............................. ~ 0.10ms
  2026-04-15 14:59:22 /api/auth/login .............................. ~ 0.02ms
  2026-04-15 14:59:22 /api/auth/me ................................. ~ 0.03ms
  2026-04-15 14:59:22 /api/auth/me ................................. ~ 0.25ms
  2026-04-15 14:59:22 /api/auth/me ................................. ~ 0.02ms
  2026-04-15 14:59:22 /api/auth/me ................................. ~ 0.02ms
  2026-04-15 14:59:38 /api/exams ................................... ~ 0.39ms
  2026-04-15 14:59:38 /api/exams ................................... ~ 1.58ms
  2026-04-15 14:59:38 /api/exams ................................... ~ 0.10ms
  2026-04-15 14:59:38 /api/exams ................................... ~ 0.10ms
  2026-04-15 14:59:43 /api/exams/1/reset-all ....................... ~ 0.40ms
  2026-04-15 14:59:43 /api/exams/1/reset-all ....................... ~ 0.12ms
  2026-04-15 14:59:47 /api/exams/1 ................................. ~ 0.16ms
  2026-04-15 14:59:47 /api/exams/1/questions ....................... ~ 0.64ms
  2026-04-15 14:59:47 /api/exams/1 ................................. ~ 0.96ms
  2026-04-15 14:59:47 /api/exams/1/questions ....................... ~ 0.81ms
  2026-04-15 14:59:47 /api/exams/1 ................................. ~ 0.37ms
  2026-04-15 14:59:47 /api/exams/1/questions ....................... ~ 0.45ms
  2026-04-15 14:59:47 /api/exams/1 ................................. ~ 0.03ms
  2026-04-15 14:59:47 /api/exams/1/questions ....................... ~ 0.04ms
  2026-04-15 14:59:51 /api/exams ................................... ~ 0.13ms
  2026-04-15 14:59:51 /api/exams ................................... ~ 0.48ms
  2026-04-15 14:59:51 /api/exams ................................. ~ 505.78ms
  2026-04-15 14:59:51 /api/exams ................................... ~ 0.09ms
  2026-04-15 14:59:52 /api/exams ................................... ~ 0.42ms
  2026-04-15 14:59:52 /api/exams/1/tokens .......................... ~ 1.63ms
  2026-04-15 14:59:52 /api/exams ................................... ~ 2.28ms
  2026-04-15 14:59:52 /api/exams/1/tokens .......................... ~ 3.02ms
  2026-04-15 14:59:52 /api/exams ................................... ~ 0.09ms
  2026-04-15 14:59:52 /api/exams/1/tokens .......................... ~ 0.72ms
  2026-04-15 14:59:52 /api/exams ................................... ~ 0.06ms
  2026-04-15 14:59:52 /api/exams/1/tokens .......................... ~ 0.06ms
  2026-04-15 15:00:02 /api/auth/logout ............................. ~ 0.26ms
  2026-04-15 15:00:02 /api/auth/logout ............................. ~ 0.12ms
  2026-04-15 15:00:12 /api/auth/login .............................. ~ 0.09ms
  2026-04-15 15:00:12 /api/auth/login ............................ ~ 505.55ms
  2026-04-15 15:00:12 /api/auth/me ................................. ~ 0.08ms
  2026-04-15 15:00:12 /api/exams ................................... ~ 0.69ms
  2026-04-15 15:00:12 /api/auth/me ................................. ~ 0.72ms
  2026-04-15 15:00:12 /api/exams ................................... ~ 0.67ms
  2026-04-15 15:00:12 /api/auth/me ................................. ~ 0.70ms
  2026-04-15 15:00:12 /api/exams ................................... ~ 0.63ms
  2026-04-15 15:00:12 /api/auth/me ................................. ~ 0.07ms
  2026-04-15 15:00:12 /api/exams ................................... ~ 0.84ms
  2026-04-15 15:00:12 /api/exams ................................... ~ 0.57ms
  2026-04-15 15:00:12 /api/exams/1/status .......................... ~ 0.51ms
  2026-04-15 15:00:12 /api/exams/1/status .......................... ~ 0.42ms
  2026-04-15 15:00:12 /api/exams ................................... ~ 0.41ms
  2026-04-15 15:00:12 /api/exams ................................... ~ 0.48ms
  2026-04-15 15:00:12 /api/exams/1/status .......................... ~ 0.48ms
  2026-04-15 15:00:12 /api/exams/1/status .......................... ~ 0.39ms
  2026-04-15 15:00:12 /api/exams/1/status .......................... ~ 0.39ms
  2026-04-15 15:00:12 /api/exams ................................... ~ 0.38ms
  2026-04-15 15:00:12 /api/exams/1/status .......................... ~ 0.03ms
  2026-04-15 15:00:12 /api/exams/1/status .......................... ~ 0.05ms
  2026-04-15 15:00:12 /api/exams/1/status .......................... ~ 0.04ms
  2026-04-15 15:00:16 /api/exams/1 ................................. ~ 0.18ms
  2026-04-15 15:00:16 /api/exams/1 ................................. ~ 0.66ms
  2026-04-15 15:00:16 /api/exams/1 ................................. ~ 0.04ms
  2026-04-15 15:00:16 /api/exams/1 ................................. ~ 0.04ms
  2026-04-15 15:00:20 /api/exams/1/start ........................... ~ 0.19ms
  2026-04-15 15:00:20 /api/exams/1/start ........................... ~ 0.38ms
  2026-04-15 15:00:24 /api/attempts/2/answer ....................... ~ 0.14ms
  2026-04-15 15:00:24 /api/attempts/2/answer ....................... ~ 0.04ms
  2026-04-15 15:00:30 /api/attempts/2/answer ....................... ~ 0.36ms
  2026-04-15 15:00:30 /api/attempts/2/answer ....................... ~ 0.11ms
  2026-04-15 15:00:36 /api/attempts/2/answer ....................... ~ 0.42ms
  2026-04-15 15:00:36 /api/attempts/2/answer ....................... ~ 0.65ms
  2026-04-15 15:00:40 /api/attempts/2/answer ....................... ~ 0.42ms
  2026-04-15 15:00:40 /api/attempts/2/answer ....................... ~ 0.11ms
  2026-04-15 15:00:44 /api/attempts/2/answer ..................... ~ 505.54ms
  2026-04-15 15:00:44 /api/attempts/2/answer ....................... ~ 0.08ms
  2026-04-15 15:01:25 /api/attempts/2/submit ....................... ~ 0.38ms
  2026-04-15 15:01:25 /api/attempts/2/submit ....................... ~ 0.07ms
  2026-04-15 15:01:27 /api/auth/me ................................. ~ 0.38ms
  2026-04-15 15:01:27 /api/exams ................................... ~ 0.13ms
  2026-04-15 15:01:27 /api/auth/me ................................. ~ 1.41ms
  2026-04-15 15:01:27 /api/exams ................................... ~ 0.91ms
  2026-04-15 15:01:27 /api/auth/me ................................. ~ 0.69ms
  2026-04-15 15:01:27 /api/exams ................................... ~ 0.86ms
  2026-04-15 15:01:27 /api/auth/me ................................. ~ 0.08ms
  2026-04-15 15:01:27 /api/exams ................................... ~ 0.63ms
  2026-04-15 15:01:27 /api/exams ................................... ~ 0.63ms
  2026-04-15 15:01:27 /api/exams/1/status .......................... ~ 0.62ms
  2026-04-15 15:01:27 /api/exams/1/status .......................... ~ 0.51ms
  2026-04-15 15:01:27 /api/exams ................................... ~ 0.51ms
  2026-04-15 15:01:27 /api/exams ................................... ~ 0.57ms
  2026-04-15 15:01:27 /api/exams/1/status .......................... ~ 0.48ms
  2026-04-15 15:01:27 /api/exams/1/status .......................... ~ 0.39ms
  2026-04-15 15:01:27 /api/exams/1/status .......................... ~ 0.40ms
  2026-04-15 15:01:27 /api/exams ................................... ~ 0.38ms
  2026-04-15 15:01:27 /api/exams/1/status .......................... ~ 0.03ms
  2026-04-15 15:01:27 /api/exams/1/status .......................... ~ 0.03ms
  2026-04-15 15:01:27 /api/exams/1/status .......................... ~ 0.03ms
  2026-04-15 15:01:32 /api/exams/1 ................................. ~ 0.38ms
  2026-04-15 15:01:32 /api/exams/1 ................................. ~ 1.18ms
  2026-04-15 15:01:32 /api/exams/1 ................................. ~ 0.08ms
  2026-04-15 15:01:32 /api/exams/1 ................................. ~ 0.06ms
  2026-04-15 15:01:37 /api/auth/me ............................... ~ 503.80ms
  2026-04-15 15:01:37 /api/exams ................................. ~ 504.44ms
  2026-04-15 15:01:37 /api/auth/me ............................... ~ 504.92ms
  2026-04-15 15:01:37 /api/exams ................................. ~ 505.43ms
  2026-04-15 15:01:37 /api/auth/me ................................. ~ 0.06ms
